timestamp,machine_id,temperature,vibration,pressure,speed,power,acoustic,defect_label,defect_type,temperature_rolling_mean,temperature_rolling_std,temperature_diff,vibration_rolling_mean,vibration_rolling_std,vibration_diff,pressure_rolling_mean,pressure_rolling_std,pressure_diff,speed_rolling_mean,speed_rolling_std,speed_diff,power_rolling_mean,power_rolling_std,power_diff,acoustic_rolling_mean,acoustic_rolling_std,acoustic_diff,predicted_anomaly,anomaly_score
2026-01-06 20:40:21.090383,MACH_001,60.85175001657935,0.5906736055066144,95.36723596802105,1011.5844318945061,121.48769919112051,71.15661216763142,0,normal,64.93865735893641,2.304186045597742,-6.241866342962162,0.5085135225898313,0.05390055121837343,0.054584701445742345,97.56242465268879,5.499721096850568,-4.020463325434648,1012.8439879476975,54.072229733122704,-42.50344090681563,150.350651184946,12.673330828329307,-18.65160713452063,70.17190030892024,3.8344993247116603,-4.693120536868648,0,-0.42354619691591344
2026-01-06 20:40:22.090383,MACH_001,66.86617780019998,0.4559747842444054,112.56983713922088,1056.1448312094017,150.29863642262808,77.6209880873232,0,normal,65.06513083805692,2.378130797704197,6.014427783620626,0.4978267328402485,0.0525082126234892,-0.134698821262209,99.36249597044143,7.118695279275038,17.20260117119983,1018.6490231775439,55.41227794647438,44.56039931489556,149.28592001494613,12.119432019386183,28.810937231507566,71.21369341129085,4.322448065038891,6.464375919691776,0,-0.4381236564914075
2026-01-06 20:40:23.090383,MACH_001,61.54796301008933,0.44829972505648347,96.38953674608268,1066.6247423187526,149.595016251481,61.65787292740639,0,normal,64.59440468198548,2.5741853105222003,-5.318214790110645,0.49984438348189275,0.04985272421315868,-0.00767505918792194,99.06259088801873,7.18038050296345,-16.180300393138197,1019.0446235215525,55.77440092346505,10.479911109350951,147.63771223721193,10.60875853657411,-0.7036201711470653,70.04261109734902,5.175877234174639,-15.96311515991681,0,-0.4580152803548242
2026-01-06 20:40:24.090383,MACH_001,61.55835257293936,0.42734726897065856,97.73629344843727,1071.5298537123906,135.7861712562782,81.55410080575932,0,normal,64.13330539365725,2.671847437130342,0.010389562850029677,0.4962805190739001,0.05389075418328899,-0.02095245608582491,98.91669278693058,7.192197739488829,1.3467567023545826,1030.1667041720425,53.81540348328889,4.905111393637981,146.3818847822361,11.24030616677093,-13.808844995202804,70.94096048539825,6.3171781891390175,19.89622787835293,0,-0.4622273733846417
2026-01-06 20:40:25.090383,MACH_001,65.75885503426845,0.5657358284427404,96.42266333101342,981.203417906836,174.2479138197449,67.75086531462037,0,normal,64.2679327640426,2.7209493817491497,4.200502461329087,0.501664179508022,0.05814558217103316,0.13838855947208184,99.92148542217511,5.815427947803348,-1.3136301174238412,1019.9860663641117,52.316808491127006,-90.32643580555464,148.23804659377393,14.112998301447936,38.461742563466686,71.14949627656435,6.156045742661228,-13.803235491138949,0,-0.4347367305850098
2026-01-06 20:40:26.090383,MACH_001,65.66701597698554,0.6274412888583242,98.75523541915183,1076.6841523830262,127.49496189237897,67.04106641506213,0,normal,64.37571245953643,2.756207825415159,-0.09183905728291109,0.5094400502604428,0.06939232362050614,0.06170546041558378,99.55263382089224,5.75432801514044,2.3325720881384058,1024.4033441072957,55.27316229688254,95.48073447619026,145.01520375127865,14.858913419660785,-46.75295192736593,71.36655328947944,5.944692406278059,-0.7097988995582369,0,-0.4492078455878863
2026-01-06 20:40:27.090383,MACH_001,66.03852414156258,0.6091140809401322,90.87229612271135,1069.4339018604526,141.5288718235913,57.61413514976252,0,normal,64.1367629644447,2.4527290746422534,0.37150816457703684,0.523746802980521,0.07404408320179756,-0.01832720791819198,97.99417537297025,5.786980883888675,-7.882939296440483,1035.1592506364036,52.129266525829394,-7.250250522573651,144.41789887759893,14.867895281133864,14.033909931212321,70.4543721660739,7.2833146498862185,-9.426931265299615,0,-0.485051714551115
2026-01-06 20:40:28.090383,MACH_001,61.02539851165947,0.6425370699428914,94.21547977043886,1017.8257335954122,155.29199318141275,72.5223989064164,0,normal,64.05408376047129,2.5502914509314043,-5.013125629903108,0.5353988907607473,0.08306022060074698,0.033422989002759196,97.49866455658511,5.886345914298853,3.343183647727514,1031.8860072651196,52.08254859500121,-51.608168265040376,144.48479175799173,14.920323828369007,13.763121357821461,70.31423709599507,7.222371317220699,14.90826375665388,0,-0.4587321572754667
2026-01-06 20:40:29.090383,MACH_001,63.51460574783525,0.47303764835632434,93.99111200044217,1042.54448393569,149.8709294307387,72.8432334716735,0,normal,63.99222591716608,2.5556559080697983,2.4892072361757798,0.5376250204379447,0.08080800022300337,-0.16949942158656706,97.57073892389752,5.832991445147562,-0.2243677699966895,1044.766342161779,31.463715995038477,24.718750340277893,144.57414995950154,14.95285978631032,-5.421063750674051,70.56110059501553,7.266717051003932,0.3208345652571012,0,-0.45126040573015247
2026-01-06 20:40:30.090383,MACH_001,65.09964306517114,0.5725506146096393,101.01040011172795,1030.770643836844,147.54225611003957,65.9847294242852,0,normal,63.79282858772903,2.3568470274651383,1.585037317335889,0.5412711914928214,0.08155018083056184,0.09951296625331496,97.73300900572474,5.911201335886178,7.019288111285775,1042.4346192653313,31.56001010320302,-11.773840098845994,145.31444493794137,14.89203214106474,-2.3286733206991244,69.57460026699405,7.137446670943958,-6.858504047388294,0,-0.4405700963187607
